,name,batch,2021,2020,2019,2018,2017,2016,2015
1144,郑州经贸学院,本科二批,221117,246379,246460,236908,215567,215567,215567
1145,郑州科技学院,本科二批,230786,220020,223648,219285,208011,208011,208011
1146,郑州轻工业大学,本科二批,135597,130372,139124,95249,99611,99611,99611
1147,郑州轻工业大学,本科一批,85633,88293,91816,91562,80816,70854,59871
1148,郑州商学院,本科二批,257747,253224,253798,243429,226678,226678,226678
1149,郑州升达经贸管理学院,本科二批,243532,238237,244999,251170,206754,206754,206754
1150,郑州师范学院,本科二批,135597,131782,134658,134604,129580,130602,130602
1151,郑州西亚斯学院,本科二批,245065,242386,242386,242386,242386,242386,242386
1152,中北大学,本科一批,46947,44162,47516,43915,44856,42986,59871
1153,中国传媒大学,本科一批,14767,16139,10848,10714,9994,10810,11268
1154,中国地质大学（北京）,本科一批,25941,26493,18563,17669,17781,16037,15418
1155,中国地质大学（武汉）,本科一批,21866,21581,19118,19586,19244,19367,19429
1156,中国海洋大学,本科一批,12534,12396,13279,12100,12774,11152,11618
1157,中国计量大学,本科一批,97392,32658,33407,31384,31135,34544,35398
1158,中国计量大学现代科技学院,本科二批,245065,266534,189057,183409,180995,180995,180995
1159,中国科学技术大学,本科一批,716,627,574,564,776,735,761
1160,中国科学院大学,本科一批,836,848,839,664,641,642,530
1161,中国矿业大学,本科一批,25226,26493,31251,24015,29156,24758,23903
1162,中国矿业大学（北京）,本科一批,24547,22973,21457,22262,19731,19848,19945
1163,中国矿业大学徐海学院,本科二批,201854,198608,198658,193026,190199,190199,190199
1164,中国矿业大学银川学院,本科二批,279013,271775,266754,247294,239708,239708,239708
1165,中国劳动关系学院,本科二批,113880,104116,103209,100709,88395,81346,77740
1166,中国劳动关系学院,本科一批,74466,74466,74466,74466,74466,74466,74466
1167,中国民航大学,本科一批,54949,60827,100680,38484,33135,33120,32477
1168,中国民用航空飞行学院,本科一批,93448,110870,62311,58817,59092,59092,59092
1169,中国农业大学,本科一批,11294,12396,22024,13715,10306,9806,10560
1170,中国人民大学,本科一批,1290,848,1115,794,889,790,814
1171,中国人民大学（苏州校区）,本科一批,25226,4082,3860,4420,4420,4420,4420
1172,中国人民解放军陆军工程大学,本科二批,89520,73543,59191,50647,55546,55546,55546
1173,中国人民警察大学,本科一批,80734,80773,80773,80773,80773,80773,80773
1174,中国社会科学院大学,本科一批,6621,6046,6574,31384,2491,2491,2491
1175,中国石油大学（北京）,本科一批,20081,19649,20850,20067,18740,17427,14962
1176,中国石油大学（北京）克拉玛依校区,本科一批,50842,56402,61214,64596,68464,70854,70854
1177,中国石油大学（华东）,本科一批,28109,25056,25153,25779,26093,24194,22155
1178,中国药科大学,本科一批,23232,22973,23239,18167,16897,15596,15418
1179,中国医科大学,本科一批,19481,19083,48470,81781,17352,13858,12809
1180,中国政法大学,本科一批,9815,7724,6574,6252,5717,5116,5915
1181,中华女子学院,本科二批,115307,108151,107111,104362,90665,81346,74303
1182,中南财经政法大学,本科一批,14309,16139,40404,11400,11681,9806,9571
1183,中南大学,本科一批,9454,34290,7166,6759,7688,7409,7172
1184,中南林业科技大学,本科一批,64821,67627,107111,46358,47284,47851,44499
1185,中南林业科技大学涉外学院,本科二批,222771,283127,198658,190262,190199,190199,190199
1186,中南民族大学,本科一批,48861,43222,43018,44734,41790,42986,42781
1187,中山大学,本科一批,5586,7026,5342,3421,3873,3682,4234
1188,中央财经大学,本科一批,9454,6356,6574,7828,3150,2827,2908
1189,中央民族大学,本科一批,12952,12396,12435,11712,10654,11526,12381
1190,中原工学院,本科二批,129750,112214,116429,112929,108360,110437,110437
1191,中原工学院,本科一批,105431,100103,99361,97168,85142,70854,70854
1192,中原科技学院,本科二批,227590,212907,218977,222040,204233,204233,204233
1193,仲恺农业工程学院,本科二批,147350,174394,117785,117903,115820,116656,116656
1194,重庆财经学院,本科二批,192193,190039,190661,181968,183594,190908,190908
1195,重庆城市科技学院,本科二批,283600,184345,178112,177786,179649,179649,179649
1196,重庆大学,本科一批,7791,8089,7757,6996,7688,7409,8065
1197,重庆第二师范学院,本科二批,128279,117811,119172,114177,112073,126705,126705
1198,重庆对外经贸学院,本科二批,217907,215801,209699,198558,196567,196567,196567
1199,重庆工程学院,本科二批,203404,211459,243516,243516,243516,243516,243516
1200,重庆工商大学,本科二批,105431,89567,89282,79734,85142,65849,61992
1201,重庆工商大学,本科一批,49827,48117,50338,52387,35870,32459,33947
1202,重庆工商大学派斯学院,本科二批,214734,218640,250790,250790,250790,250790,250790
1203,重庆机电职业技术大学,本科二批,254608,250424,269668,269668,269668,269668,269668
1204,重庆交通大学,本科一批,47907,46111,43868,36312,35233,35224,35398
1205,重庆科技学院,本科二批,112446,110870,108397,111672,98741,86948,83871
1206,重庆理工大学,本科二批,92075,89567,78652,75582,68464,63017,59871
1207,重庆理工大学,本科一批,42114,42274,43868,38484,38034,38238,38616
1208,重庆人文科技学院,本科二批,211482,210109,217384,230105,230105,230105,230105
1209,重庆三峡学院,本科二批,121053,120651,178112,111672,104754,106749,106749
1210,重庆师范大学,本科二批,98686,92191,108397,89407,79696,79105,69728
1211,重庆师范大学,本科一批,47907,44162,47516,48043,55546,70854,70854
1212,重庆外语外事学院,本科二批,214734,215801,173485,170826,173111,173111,173111
1213,重庆文理学院,本科二批,119572,113569,111061,105524,96438,98426,98426
1214,重庆医科大学,本科二批,112446,90901,66504,73631,61855,45451,43618
1215,重庆医科大学,本科一批,26645,25056,20850,14133,11681,12715,15885
1216,重庆移通学院,本科二批,283600,192920,189057,177786,173111,173111,173111
1217,重庆邮电大学,本科一批,25941,28686,27764,24624,23848,25979,27001
1218,周口师范学院,本科二批,178120,177201,184336,181968,165297,155209,155209
1219,珠海科技学院,本科二批,266965,172921,149279,147736,160061,160061,160061
1220,遵义师范学院,本科二批,189083,144698,156834,157199,161415,160352,160352
1221,遵义医科大学,本科二批,108202,101503,105793,128060,52986,48733,55771
1222,遵义医科大学,本科一批,35958,38611,38753,48043,48043,48043,48043
1223,遵义医科大学医学与科技学院,本科二批,128279,137488,137488,137488,137488,137488,137488
